sprint_id,dev_id,task_id,experience_level,skill_frontend,skill_backend,skill_db,task_type,task_complexity,story_points,req_frontend,req_backend,req_db,current_tasks,current_workload,availability,skill_match_score,velocity_contribution,completion_time,defects,performance_score
2,D19,T80,1,3.035,5.0,3.002,frontend,2,2,1,2,0,5,40,0.0,0.5157,0.64,15.36,0,0.0
2,D26,T94,1,3.008,1.0,4.037,backend,5,8,2,3,0,3,21,32.77,0.5885,3.57,13.01,3,11.07
2,D7,T10,3,5.0,1.055,2.042,frontend,2,8,3,0,0,2,8,74.35,0.646,4.66,9.54,0,47.59
2,D16,T84,1,3.019,5.0,2.005,frontend,6,4,3,0,1,6,18,45.58,0.7176,2.26,13.41,5,0.47
2,D27,T27,2,3.02,1.006,5.0,backend,5,6,0,1,1,5,30,0.0,0.7283,2.98,23.39,4,0.0
2,D27,T1,2,3.02,1.006,5.0,frontend,1,3,2,1,2,1,5,82.51,0.7873,2.22,3.14,1,65.75
2,D22,T76,3,5.0,3.009,5.0,backend,9,2,2,3,2,3,12,32.22,0.7589,1.3,45.12,3,0.0
2,D20,T51,3,3.002,1.015,2.015,backend,10,4,0,1,2,3,24,0.0,0.8476,2.48,19.16,5,0.0
2,D29,T57,2,2.08,3.071,1.031,frontend,9,4,1,0,0,2,10,46.06,0.6859,2.41,28.25,2,6.43
2,D1,T31,3,4.007,5.0,3.031,backend,4,5,0,4,0,2,10,56.91,0.5887,2.58,15.52,1,31.82
2,D17,T99,3,1.036,4.007,2.001,db,2,6,2,2,3,6,24,13.97,0.7508,3.3,6.7,2,51.26
2,D18,T9,2,5.0,3.052,4.006,backend,8,4,0,3,0,5,20,17.11,0.6236,1.92,30.5,2,0.0
2,D26,T91,1,3.008,1.0,4.037,db,3,1,0,2,2,3,12,34.51,0.6153,0.53,6.32,0,37.2
2,D27,T41,2,3.02,1.006,5.0,db,7,1,0,1,4,5,15,37.87,0.7891,0.65,24.95,5,0.0
2,D18,T56,2,5.0,3.052,4.006,backend,8,4,1,2,1,6,48,0.0,0.5836,1.36,33.7,3,0.0
2,D25,T40,3,2.005,4.015,1.014,backend,1,7,0,4,0,3,18,36.03,0.8675,4.79,5.1,1,70.11
2,D21,T2,3,1.055,4.019,5.0,db,8,3,0,1,3,2,14,42.88,0.5774,1.44,57.58,3,0.0
2,D14,T70,1,1.062,5.0,5.0,db,10,3,1,0,2,6,18,0.0,0.3881,0.92,45.56,9,0.0
2,D24,T5,1,4.041,4.051,4.053,db,2,8,0,1,2,5,30,0.0,0.4799,2.62,2.98,0,9.38
2,D19,T70,1,3.035,5.0,3.002,db,10,3,1,0,2,6,48,0.0,0.5687,0.99,68.54,4,0.0
2,D30,T32,3,1.001,2.006,2.004,backend,5,7,1,4,2,2,8,65.83,0.7606,4.8,17.86,2,24.83
2,D4,T76,1,1.007,4.042,2.043,backend,9,2,2,3,2,4,32,0.0,0.824,1.1,25.83,8,0.0
2,D6,T7,3,3.002,4.009,4.009,backend,5,5,0,3,2,1,3,88.43,0.6685,3.22,13.81,1,45.09
2,D2,T76,2,3.041,3.056,3.0,backend,9,2,2,3,2,5,40,0.0,0.9112,1.13,55.72,7,0.0
2,D5,T87,1,3.002,3.005,2.09,backend,2,4,1,1,1,1,4,81.86,0.6266,2.38,4.28,0,64.17
2,D25,T24,3,2.005,4.015,1.014,frontend,1,8,5,2,1,5,30,0.0,0.5394,2.94,3.89,1,0.0
2,D11,T76,2,4.091,5.0,2.067,backend,9,2,2,3,2,2,16,37.17,0.6534,1.06,47.31,5,0.0
2,D28,T70,3,3.06,1.013,4.004,db,10,3,1,0,2,5,25,21.52,0.6471,1.4,87.94,7,0.0
2,D2,T64,2,3.041,3.056,3.0,backend,3,1,0,3,0,4,24,26.04,0.7512,0.55,14.29,3,11.87
2,D21,T72,3,1.055,4.019,5.0,db,3,7,2,2,4,4,28,0.0,0.7507,3.67,6.95,5,0.0
2,D4,T83,1,1.007,4.042,2.043,db,6,2,2,1,1,6,48,0.0,0.693,0.81,29.25,1,0.0
2,D24,T90,1,4.041,4.051,4.053,frontend,10,6,3,2,0,6,42,0.0,0.6509,2.38,39.75,6,0.0
2,D1,T26,3,4.007,5.0,3.031,backend,3,1,1,2,0,1,7,69.6,0.3987,0.36,12.61,2,25.5
2,D15,T57,1,4.018,3.047,3.06,frontend,9,4,1,0,0,5,25,3.35,0.3937,1.14,70.15,5,0.0
2,D12,T22,2,4.054,4.001,1.076,db,2,2,2,0,2,6,36,0.0,0.6274,0.81,13.25,3,0.0
2,D27,T22,2,3.02,1.006,5.0,db,2,2,2,0,2,6,30,0.0,0.5591,0.76,6.46,0,0.0
2,D19,T73,1,3.035,5.0,3.002,frontend,3,8,2,0,1,5,15,54.46,0.5657,3.71,12.27,3,35.1
2,D26,T55,1,3.008,1.0,4.037,frontend,1,5,1,2,1,2,6,72.92,0.6179,2.86,3.53,0,52.43
2,D29,T38,2,2.08,3.071,1.031,frontend,2,5,1,0,0,1,4,82.82,0.6859,3.26,9.9,0,59.25
2,D19,T77,1,3.035,5.0,3.002,frontend,1,2,3,0,2,3,15,35.19,0.7157,1.17,2.71,1,47.11
2,D29,T21,2,2.08,3.071,1.031,frontend,4,1,4,2,2,4,20,0.0,0.687,0.53,14.13,1,0.0
2,D10,T34,1,4.001,2.04,4.023,backend,1,4,1,3,0,6,42,0.0,0.6141,1.5,1.17,1,10.95
2,D12,T84,2,4.054,4.001,1.076,frontend,6,4,3,0,1,2,14,27.31,0.6712,2.23,23.47,3,0.0
2,D29,T35,2,2.08,3.071,1.031,frontend,3,3,1,1,2,2,6,76.04,0.7378,2.05,5.82,0,69.82
2,D17,T99,3,1.036,4.007,2.001,db,2,6,2,2,3,2,12,33.98,0.7508,3.85,2.96,2,43.96
2,D16,T51,1,3.019,5.0,2.005,backend,10,4,0,1,2,5,30,0.0,0.3689,1.01,50.69,6,0.0
2,D30,T30,3,1.001,2.006,2.004,frontend,6,1,1,1,1,4,16,14.48,0.9195,0.74,13.07,0,21.31
2,D7,T54,3,5.0,1.055,2.042,frontend,5,4,2,2,0,1,3,83.31,0.5315,2.05,40.28,0,0.0
2,D3,T47,3,5.0,2.004,4.003,backend,9,2,0,5,1,3,24,0.0,0.3004,0.44,44.66,3,0.0
2,D19,T99,1,3.035,5.0,3.002,db,2,6,2,2,3,4,24,6.21,0.8187,3.59,8.67,0,21.22
2,D1,T92,3,4.007,5.0,3.031,backend,8,2,0,1,0,4,16,46.75,0.2287,0.37,32.86,7,0.0
2,D2,T35,2,3.041,3.056,3.0,frontend,3,3,1,1,2,6,36,0.0,0.6223,1.2,19.39,2,0.0
2,D22,T13,3,5.0,3.009,5.0,db,6,8,1,0,4,1,8,62.67,0.6096,4.4,14.2,1,16.7
2,D17,T42,3,1.036,4.007,2.001,frontend,6,5,4,0,0,5,30,0.0,0.3839,1.31,23.36,7,0.0
2,D22,T99,3,5.0,3.009,5.0,db,2,6,2,2,3,5,15,26.49,0.6196,3.05,4.1,1,35.84
2,D6,T59,3,3.002,4.009,4.009,backend,3,8,1,2,2,6,48,0.0,0.5985,2.79,7.22,1,2.55
2,D18,T57,2,5.0,3.052,4.006,frontend,9,4,1,0,0,2,10,40.63,0.2472,0.87,47.43,5,0.0
2,D13,T38,1,2.009,5.0,2.05,frontend,2,5,1,0,0,1,5,77.88,0.5674,2.66,14.77,1,32.65
2,D12,T43,2,4.054,4.001,1.076,db,9,7,2,1,5,3,24,0.0,0.3175,1.63,55.41,7,0.0
2,D3,T52,3,5.0,2.004,4.003,frontend,9,7,1,1,0,1,4,78.36,0.3497,2.33,36.47,6,0.0
2,D16,T16,1,3.019,5.0,2.005,frontend,3,4,5,2,0,4,24,8.0,0.5521,1.62,12.55,1,9.88
2,D5,T45,1,3.002,3.005,2.09,frontend,7,5,2,0,2,1,4,83.29,0.7268,3.45,28.78,6,0.0
2,D2,T58,2,3.041,3.056,3.0,frontend,4,5,3,0,1,2,6,76.0,0.7823,3.62,16.26,4,22.94
2,D20,T86,3,3.002,1.015,2.015,backend,8,7,2,5,2,2,6,67.82,0.4712,3.05,51.37,2,0.0
2,D23,T46,3,3.017,4.023,2.035,db,2,7,0,0,5,4,16,28.84,0.3525,2.0,11.61,1,16.27
2,D28,T78,3,3.06,1.013,4.004,db,8,6,1,1,5,6,30,0.0,0.818,3.35,34.78,2,0.0
2,D17,T8,3,1.036,4.007,2.001,db,4,8,2,0,4,3,21,0.0,0.5308,3.22,14.34,2,0.0
2,D28,T95,3,3.06,1.013,4.004,backend,8,3,1,3,0,1,6,65.59,0.5384,1.49,23.46,1,14.37
2,D7,T56,3,5.0,1.055,2.042,backend,8,4,1,2,1,1,7,78.55,0.6553,2.39,28.88,1,6.57
2,D29,T56,2,2.08,3.071,1.031,backend,8,4,1,2,1,3,21,0.0,0.8165,2.48,19.21,6,0.0
2,D20,T88,3,3.002,1.015,2.015,backend,3,6,1,3,0,4,20,15.76,0.6012,2.77,22.8,1,0.0
2,D23,T30,3,3.017,4.023,2.035,frontend,6,1,1,1,1,6,18,12.23,0.5758,0.45,23.51,1,2.93
2,D15,T94,1,4.018,3.047,3.06,backend,5,8,2,3,0,5,20,26.11,0.8017,4.93,42.31,4,0.0
2,D19,T52,1,3.035,5.0,3.002,frontend,9,7,1,1,0,3,18,14.23,0.4657,2.57,38.09,7,0.0
2,D27,T91,2,3.02,1.006,5.0,db,3,1,0,2,2,3,21,0.0,0.4997,0.38,14.85,1,0.0
2,D26,T52,1,3.008,1.0,4.037,frontend,9,7,1,1,0,1,6,73.9,0.6379,4.13,31.12,1,15.36
2,D18,T28,2,5.0,3.052,4.006,backend,1,7,0,5,0,4,28,0.0,0.3961,1.93,2.61,0,0.0
2,D8,T24,2,2.07,1.016,2.019,frontend,1,8,5,2,1,2,12,37.57,0.5686,3.89,2.84,0,43.03
2,D22,T3,3,5.0,3.009,5.0,db,1,1,0,2,4,4,16,11.57,0.6795,0.55,1.72,0,48.77
2,D18,T78,2,5.0,3.052,4.006,db,8,6,1,1,5,2,6,69.41,0.6581,3.65,35.79,3,5.18
2,D30,T26,3,1.001,2.006,2.004,backend,3,1,1,2,0,5,20,8.45,0.9391,0.72,8.26,1,43.89
2,D13,T34,1,2.009,5.0,2.05,backend,1,4,1,3,0,5,30,0.0,0.6481,1.77,4.02,1,12.15
2,D16,T40,1,3.019,5.0,2.005,backend,1,7,0,4,0,3,15,14.62,0.6689,3.84,2.84,0,26.72
2,D19,T59,1,3.035,5.0,3.002,backend,3,8,1,2,2,2,12,38.05,0.5082,3.47,20.68,1,0.0
2,D7,T14,3,5.0,1.055,2.042,db,1,5,2,0,1,3,24,0.0,0.7322,2.68,3.22,0,20.13
2,D15,T66,1,4.018,3.047,3.06,backend,10,2,1,4,0,2,6,73.82,0.6429,1.19,49.57,4,0.0
2,D20,T33,3,3.002,1.015,2.015,backend,10,3,0,5,2,2,6,68.12,0.3712,1.03,35.61,3,0.0
2,D25,T14,3,2.005,4.015,1.014,db,1,5,2,0,1,5,20,0.0,0.7974,3.07,2.35,1,22.58
2,D13,T33,1,2.009,5.0,2.05,backend,10,3,0,5,2,5,35,0.0,0.898,1.75,62.07,3,0.0
2,D29,T19,2,2.08,3.071,1.031,frontend,9,3,2,2,1,2,14,30.96,0.9359,2.34,31.02,3,10.98
2,D6,T75,3,3.002,4.009,4.009,backend,1,5,1,1,1,1,3,87.3,0.4485,2.16,2.92,1,33.44
2,D27,T83,2,3.02,1.006,5.0,db,6,2,2,1,1,1,4,82.92,0.4891,0.93,10.91,2,26.48
2,D18,T58,2,5.0,3.052,4.006,frontend,4,5,3,0,1,4,28,11.72,0.5172,1.8,29.0,2,0.0
2,D21,T1,3,1.055,4.019,5.0,frontend,1,3,2,1,2,1,7,62.82,0.6456,1.77,3.33,0,42.48
2,D13,T21,1,2.009,5.0,2.05,frontend,4,1,4,2,2,3,15,53.84,0.6096,0.5,14.87,2,29.69
2,D9,T70,3,4.002,4.025,5.0,db,10,3,1,0,2,1,5,84.65,0.3487,0.98,46.14,8,0.0
2,D19,T8,1,3.035,5.0,3.002,db,4,8,2,0,4,3,21,13.93,0.5992,3.64,20.55,3,0.0
2,D14,T11,1,1.062,5.0,5.0,frontend,4,1,3,0,0,5,15,15.02,0.3674,0.3,19.27,2,0.0
2,D24,T50,1,4.041,4.051,4.053,db,10,2,0,0,2,6,18,20.25,0.4299,0.68,32.18,9,0.0
2,D2,T18,2,3.041,3.056,3.0,db,6,7,1,1,1,4,12,34.16,0.596,3.56,28.82,4,0.0
2,D27,T80,2,3.02,1.006,5.0,frontend,2,2,1,2,0,4,12,61.49,0.5579,0.95,9.51,2,31.05
2,D20,T61,3,3.002,1.015,2.015,db,5,2,2,0,5,5,35,0.0,0.561,0.73,16.12,3,0.0
2,D23,T24,3,3.017,4.023,2.035,frontend,1,8,5,2,1,2,8,72.54,0.6298,4.54,4.8,2,49.88
2,D24,T64,1,4.041,4.051,4.053,backend,3,1,0,3,0,5,30,0.0,0.5502,0.38,11.01,2,0.0
2,D22,T66,3,5.0,3.009,5.0,backend,10,2,1,4,0,5,40,0.0,0.5311,0.66,43.99,3,0.0
2,D15,T80,1,4.018,3.047,3.06,frontend,2,2,1,2,0,6,18,23.3,0.4937,0.78,8.41,0,24.53
2,D5,T14,1,3.002,3.005,2.09,db,1,5,2,0,1,4,16,24.67,0.6889,2.79,1.67,1,65.69
2,D16,T100,1,3.019,5.0,2.005,db,3,8,2,0,1,5,35,0.0,0.5988,3.1,21.68,1,0.0
2,D23,T22,3,3.017,4.023,2.035,db,2,2,2,0,2,2,6,71.53,0.7641,1.41,4.61,1,61.38
2,D1,T76,3,4.007,5.0,3.031,backend,9,2,2,3,2,6,42,0.0,0.6287,0.77,67.64,5,0.0
2,D11,T57,2,4.091,5.0,2.067,frontend,9,4,1,0,0,4,12,41.14,0.3171,1.08,46.69,3,0.0
2,D1,T32,3,4.007,5.0,3.031,backend,5,7,1,4,2,4,32,0.0,0.6987,3.27,30.9,2,0.0
2,D16,T78,1,3.019,5.0,2.005,db,8,6,1,1,5,3,18,1.39,0.38,1.8,48.25,5,0.0
2,D19,T90,1,3.035,5.0,3.002,frontend,10,6,3,2,0,3,12,29.57,0.7557,3.87,38.88,5,0.0
2,D10,T62,1,4.001,2.04,4.023,frontend,2,1,4,0,0,2,12,34.82,0.7772,0.66,5.29,1,61.22
2,D17,T5,3,1.036,4.007,2.001,db,2,8,0,1,2,6,18,1.27,0.8185,5.17,3.45,0,40.48
2,D6,T82,3,3.002,4.009,4.009,frontend,4,1,5,1,2,5,15,47.18,0.5495,0.45,14.36,4,20.06
2,D19,T78,1,3.035,5.0,3.002,db,8,6,1,1,5,1,8,56.62,0.4992,2.7,40.45,4,0.0
2,D24,T13,1,4.041,4.051,4.053,db,6,8,1,0,4,4,16,20.31,0.6999,4.54,17.1,3,3.08
2,D27,T90,2,3.02,1.006,5.0,frontend,10,6,3,2,0,4,12,50.81,0.7979,4.09,22.3,3,28.51
2,D17,T20,3,1.036,4.007,2.001,db,2,1,2,0,4,6,48,0.0,0.5308,0.31,10.93,2,0.0
2,D8,T74,2,2.07,1.016,2.019,db,3,5,0,1,5,6,42,0.0,0.5794,1.76,14.03,0,0.0
2,D20,T46,3,3.002,1.015,2.015,db,2,7,0,0,5,4,24,24.5,0.501,2.57,7.66,2,8.13
2,D4,T39,1,1.007,4.042,2.043,frontend,4,2,3,0,2,2,6,64.83,0.5574,1.03,14.92,1,35.04
2,D7,T21,3,5.0,1.055,2.042,frontend,4,1,4,2,2,1,5,81.77,0.8315,0.78,11.59,0,52.44
2,D13,T17,1,2.009,5.0,2.05,db,2,1,2,1,2,5,25,0.0,0.7937,0.57,7.37,0,6.31
2,D13,T40,1,2.009,5.0,2.05,backend,1,7,0,4,0,1,8,63.23,0.7181,4.53,7.1,0,48.47
2,D24,T32,1,4.041,4.051,4.053,backend,5,7,1,4,2,4,24,0.0,0.7802,3.99,17.27,1,8.41
2,D30,T40,3,1.001,2.006,2.004,backend,1,7,0,4,0,1,5,82.98,0.6505,4.27,3.75,0,45.07
2,D25,T52,3,2.005,4.015,1.014,frontend,9,7,1,1,0,6,42,0.0,0.6982,2.98,37.14,5,0.0
2,D18,T61,2,5.0,3.052,4.006,db,5,2,2,0,5,4,12,29.13,0.6381,1.09,30.37,1,5.32
2,D19,T90,1,3.035,5.0,3.002,frontend,10,6,3,2,0,1,8,56.95,0.7557,4.09,34.72,2,1.1
2,D17,T64,3,1.036,4.007,2.001,backend,3,1,0,3,0,3,18,27.01,0.7673,0.61,11.85,1,42.33
2,D19,T1,1,3.035,5.0,3.002,frontend,1,3,2,1,2,6,42,0.0,0.6457,1.18,6.32,1,5.96
2,D24,T29,1,4.041,4.051,4.053,frontend,7,8,3,1,2,6,30,0.0,0.6609,3.61,38.01,6,0.0
2,D17,T55,3,1.036,4.007,2.001,frontend,1,5,1,2,1,4,12,52.27,0.8653,3.7,4.43,2,62.86
2,D14,T12,1,1.062,5.0,5.0,db,3,6,1,1,5,3,15,48.4,0.7981,3.93,5.63,3,58.82
2,D19,T91,1,3.035,5.0,3.002,db,3,1,0,2,2,3,18,40.88,0.6387,0.5,14.12,2,14.31
2,D9,T89,3,4.002,4.025,5.0,frontend,6,2,1,0,2,3,18,34.07,0.3485,0.55,32.38,4,0.0
2,D3,T54,3,5.0,2.004,4.003,frontend,5,4,2,2,0,3,12,41.58,0.5197,1.78,35.87,3,0.0
2,D10,T92,1,4.001,2.04,4.023,backend,8,2,0,1,0,5,25,0.0,0.5545,0.8,17.78,1,0.0
2,D11,T87,2,4.091,5.0,2.067,backend,2,4,1,1,1,6,42,0.0,0.3334,0.81,8.1,3,0.0
2,D16,T49,1,3.019,5.0,2.005,frontend,4,4,5,1,2,2,6,69.72,0.5621,2.08,10.16,2,26.26
2,D12,T35,2,4.054,4.001,1.076,frontend,3,3,1,1,2,5,35,0.0,0.4557,0.89,14.61,1,0.0
2,D9,T4,3,4.002,4.025,5.0,db,4,3,2,0,1,4,32,0.0,0.2587,0.52,24.85,3,0.0
2,D28,T72,3,3.06,1.013,4.004,db,3,7,2,2,4,6,36,0.0,0.9184,4.13,8.56,1,15.5
2,D7,T49,3,5.0,1.055,2.042,frontend,4,4,5,1,2,1,6,67.08,0.996,3.69,8.6,2,41.34
2,D20,T60,3,3.002,1.015,2.015,frontend,5,7,2,2,0,1,7,73.63,0.7701,4.92,11.22,2,40.24
2,D24,T80,1,4.041,4.051,4.053,frontend,2,2,1,2,0,5,40,0.0,0.4109,0.51,3.8,2,0.0
2,D29,T59,2,2.08,3.071,1.031,backend,3,8,1,2,2,6,48,0.0,0.7884,3.68,17.1,1,0.0
2,D15,T44,1,4.018,3.047,3.06,frontend,3,4,4,0,2,5,15,43.97,0.8137,2.67,14.27,1,29.77
2,D20,T67,3,3.002,1.015,2.015,backend,5,6,2,5,0,5,35,0.0,0.4113,1.6,13.72,3,0.0
2,D29,T56,2,2.08,3.071,1.031,backend,8,4,1,2,1,3,12,38.07,0.8165,2.79,16.61,1,47.85
2,D2,T91,2,3.041,3.056,3.0,db,3,1,0,2,2,1,3,85.45,0.736,0.71,15.98,2,16.37
2,D13,T8,1,2.009,5.0,2.05,db,4,8,2,0,4,5,15,20.96,0.5157,3.39,24.86,1,0.0
2,D2,T69,2,3.041,3.056,3.0,backend,3,7,0,4,1,2,12,37.18,0.6747,4.03,13.62,1,26.31
2,D14,T13,1,1.062,5.0,5.0,db,6,8,1,0,4,4,20,0.0,0.6281,3.86,14.79,8,0.0
2,D14,T68,1,1.062,5.0,5.0,backend,2,3,1,2,1,6,36,0.0,0.5169,1.0,5.88,1,0.0
2,D3,T83,3,5.0,2.004,4.003,db,6,2,2,1,1,6,30,0.0,0.4994,0.68,40.64,2,0.0
2,D12,T8,2,4.054,4.001,1.076,db,4,8,2,0,4,6,30,0.0,0.3874,2.11,41.07,1,0.0
2,D27,T46,2,3.02,1.006,5.0,db,2,7,0,0,5,1,4,82.0,0.8591,5.71,6.34,1,69.76
2,D22,T46,3,5.0,3.009,5.0,db,2,7,0,0,5,2,14,22.6,0.6996,4.07,7.5,1,33.61
2,D10,T73,1,4.001,2.04,4.023,frontend,3,8,2,0,1,1,8,53.89,0.5672,4.09,20.78,1,5.98
2,D23,T40,3,3.017,4.023,2.035,backend,1,7,0,4,0,5,30,0.02,0.7853,3.75,4.93,3,1.72
2,D9,T2,3,4.002,4.025,5.0,db,8,3,0,1,3,6,42,0.0,0.4887,0.89,37.45,0,0.0
2,D25,T94,3,2.005,4.015,1.014,backend,5,8,2,3,0,5,20,32.86,0.8475,5.21,18.26,2,17.28
2,D27,T16,2,3.02,1.006,5.0,frontend,3,4,5,2,0,2,12,39.1,0.5627,1.92,12.34,2,28.14
2,D9,T68,3,4.002,4.025,5.0,backend,2,3,1,2,1,2,10,46.03,0.4869,1.28,7.79,0,33.4
2,D29,T32,2,2.08,3.071,1.031,backend,5,7,1,4,2,5,35,0.0,0.8054,3.65,19.01,1,0.0
2,D26,T78,1,3.008,1.0,4.037,db,8,6,1,1,5,5,25,12.52,0.8242,3.57,30.39,5,0.0
2,D30,T25,3,1.001,2.006,2.004,frontend,4,6,4,0,1,4,24,15.57,0.5097,2.24,22.91,1,0.0
2,D9,T26,3,4.002,4.025,5.0,backend,3,1,1,2,0,4,32,0.0,0.4569,0.31,9.8,2,0.0
2,D12,T17,2,4.054,4.001,1.076,db,2,1,2,1,2,5,40,0.0,0.6774,0.42,13.83,1,0.0
2,D26,T88,1,3.008,1.0,4.037,backend,3,6,1,3,0,2,16,31.03,0.5385,2.62,10.93,3,5.66
2,D20,T11,3,3.002,1.015,2.015,frontend,4,1,3,0,0,4,16,46.41,0.8886,0.72,15.55,2,28.41
2,D15,T46,1,4.018,3.047,3.06,db,2,7,0,0,5,4,12,62.06,0.4943,2.96,8.9,1,23.12
3,D20,T51,3,3.005,1.027,2.015,backend,10,4,0,1,2,4,12,49.23,0.8461,2.89,15.56,1,26.53
3,D22,T100,3,5.0,3.02,5.0,db,3,8,2,0,1,2,10,47.27,0.279,1.96,4.86,1,21.7
3,D24,T25,1,4.042,4.112,4.109,frontend,4,6,4,0,1,2,14,23.18,0.6961,3.47,18.86,6,0.0
3,D27,T73,2,3.052,1.031,5.0,frontend,3,8,2,0,1,5,15,35.94,0.7022,4.61,8.41,4,0.0
3,D2,T70,2,3.09,3.106,3.054,db,10,3,1,0,2,4,12,62.15,0.6555,1.68,49.59,2,0.0
3,D5,T41,1,3.097,3.093,2.125,db,7,1,0,1,4,3,12,56.87,0.5774,0.49,32.81,1,0.0
3,D21,T95,3,1.078,4.073,5.0,backend,8,3,1,3,0,3,9,56.96,0.7173,1.91,43.15,8,0.0
3,D24,T68,1,4.042,4.112,4.109,backend,2,3,1,2,1,5,30,0.0,0.5012,1.03,4.45,0,11.9
3,D1,T29,3,4.025,5.0,3.038,frontend,7,8,3,1,2,2,14,18.82,0.6459,4.3,48.08,2,0.0
3,D24,T53,1,4.042,4.112,4.109,backend,10,4,2,5,1,4,28,0.0,0.6981,1.95,52.33,7,0.0
3,D15,T40,1,4.032,3.115,3.099,backend,1,7,0,4,0,4,24,0.0,0.5992,3.07,5.6,1,0.57
3,D3,T82,3,5.0,2.009,4.006,frontend,4,1,5,1,2,4,20,18.88,0.8894,0.68,21.08,1,29.3
3,D26,T78,1,3.016,1.021,4.059,db,8,6,1,1,5,6,42,0.0,0.8256,3.02,29.19,5,0.0
3,D3,T41,3,5.0,2.009,4.006,db,7,1,0,1,4,3,12,53.21,0.7988,0.68,32.93,1,15.62
3,D26,T68,1,3.016,1.021,4.059,backend,2,3,1,2,1,1,6,73.76,0.69,1.92,2.76,1,48.71
3,D20,T54,3,3.005,1.027,2.015,frontend,5,4,2,2,0,4,16,11.16,0.7703,2.5,21.32,1,0.0
3,D14,T78,1,1.137,5.0,5.0,db,8,6,1,1,5,3,12,54.73,0.7959,4.08,10.72,4,20.77
3,D13,T86,1,2.054,5.0,2.063,backend,8,7,2,5,2,6,24,0.0,0.9954,5.1,33.34,3,0.0
3,D28,T49,3,3.072,1.096,4.086,frontend,4,4,5,1,2,5,30,0.0,0.7013,1.91,7.53,6,0.0
3,D5,T33,1,3.097,3.093,2.125,backend,10,3,0,5,2,1,6,80.31,0.6126,1.7,27.84,1,0.0
3,D11,T60,2,4.144,5.0,2.147,frontend,5,7,2,2,0,3,18,45.89,0.5283,2.92,24.7,1,11.47
3,D9,T10,3,4.012,4.042,5.0,frontend,2,8,3,0,0,3,24,0.0,0.5265,3.08,8.33,1,3.4
3,D19,T64,1,3.049,5.0,3.053,backend,3,1,0,3,0,1,4,76.14,0.516,0.49,8.59,1,32.98
3,D25,T8,3,2.007,4.03,1.024,db,4,8,2,0,4,1,8,65.13,0.4412,3.18,26.19,2,13.68
3,D19,T14,1,3.049,5.0,3.053,db,1,5,2,0,1,5,40,0.0,0.4722,1.46,4.73,2,0.0
3,D23,T22,3,3.027,4.048,2.055,db,2,2,2,0,2,3,15,27.08,0.7602,1.25,4.24,0,68.74
3,D25,T27,3,2.007,4.03,1.024,backend,5,6,0,1,1,6,36,0.0,0.5353,2.06,22.24,0,0.0
3,D24,T54,1,4.042,4.112,4.109,frontend,5,4,2,2,0,6,30,0.0,0.5261,1.44,28.69,3,0.0
3,D2,T92,2,3.09,3.106,3.054,backend,8,2,0,1,0,6,30,0.0,0.5012,0.68,40.11,3,0.0
3,D6,T71,3,3.007,4.021,4.019,frontend,4,8,2,0,1,4,16,19.91,0.5875,3.81,16.38,2,7.81
3,D28,T39,3,3.072,1.096,4.086,frontend,4,2,3,0,2,3,24,0.15,0.874,1.28,13.59,3,0.0
3,D22,T52,3,5.0,3.02,5.0,frontend,9,7,1,1,0,3,18,0.0,0.269,1.49,24.34,2,0.0
3,D7,T80,3,5.0,1.082,2.123,frontend,2,2,1,2,0,1,4,83.06,0.4104,0.78,10.42,0,32.06
3,D27,T85,2,3.052,1.031,5.0,frontend,9,1,4,1,2,1,6,64.56,0.7947,0.74,18.23,1,49.16
3,D27,T81,2,3.052,1.031,5.0,backend,7,1,1,4,0,1,7,58.95,0.3911,0.36,42.39,2,0.0
3,D9,T50,3,4.012,4.042,5.0,db,10,2,0,0,2,4,24,0.0,0.3175,0.46,66.06,6,0.0
3,D25,T10,3,2.007,4.03,1.024,frontend,2,8,3,0,0,1,4,83.03,0.6486,4.93,4.63,1,62.16
3,D3,T61,3,5.0,2.009,4.006,db,5,2,2,0,5,5,25,0.0,0.6903,1.0,22.97,5,0.0
3,D21,T59,3,1.078,4.073,5.0,backend,3,8,1,2,2,2,12,42.95,0.6573,4.49,11.1,0,29.29
3,D3,T34,3,5.0,2.009,4.006,backend,1,4,1,3,0,3,24,0.0,0.5609,1.64,6.82,2,0.0
3,D30,T45,3,1.01,2.008,2.013,frontend,7,5,2,0,2,5,35,0.0,0.7804,2.53,50.39,4,0.0
3,D28,T44,3,3.072,1.096,4.086,frontend,3,4,4,0,2,2,6,80.34,0.7713,2.86,10.06,0,50.85
3,D24,T33,1,4.042,4.112,4.109,backend,10,3,0,5,2,3,18,20.1,0.6281,1.49,27.16,7,0.0
3,D29,T86,2,2.097,3.077,1.102,backend,8,7,2,5,2,4,28,0.0,0.7374,3.6,10.41,5,0.0
3,D29,T100,2,2.097,3.077,1.102,db,3,8,2,0,1,3,9,57.84,0.831,5.91,11.76,1,47.96
3,D7,T11,3,5.0,1.082,2.123,frontend,4,1,3,0,0,4,32,0.0,0.6422,0.43,14.97,3,0.0
3,D27,T72,2,3.052,1.031,5.0,db,3,7,2,2,4,4,20,0.0,0.8,4.31,9.66,0,25.28
3,D1,T75,3,4.025,5.0,3.038,backend,1,5,1,1,1,6,24,0.0,0.3076,1.13,3.59,0,0.0
