sprint_id,task_id,developer_id,required_skill,developer_skill_score,experience_years,story_points,task_complexity,priority,current_workload,historical_success_rate,estimated_hours,actual_hours,completed,bugs_found,rework_count,velocity_contribution
5,316,2,sql,0.28,2,13,10,Medium,0.72,0.5,26,36.1,0,1,0,2
17,317,4,devops,0.18,1,2,1,Low,0.51,0.53,6,8.1,0,0,0,0
23,318,8,java,0.34,7,13,10,Low,0.58,0.68,52,53.3,0,5,2,10
14,319,11,spring,0.83,6,5,5,High,0.36,0.83,15,22.7,0,1,1,2
21,320,1,testing,0.84,5,1,1,Low,0.68,0.8,2,2.6,0,0,0,0
6,321,15,java,0.6,1,5,7,Medium,0.49,0.64,20,23.4,0,0,0,2
2,322,1,react,0.45,5,8,7,High,0.74,0.66,24,27.7,0,2,0,0
21,323,9,sql,0.28,4,5,5,Critical,0.9,0.58,15,20.9,0,3,2,3
4,324,6,python,0.63,7,13,10,High,0.66,0.78,52,51.7,1,1,0,13
6,325,1,devops,0.56,5,3,4,Medium,0.61,0.71,6,6.1,1,1,0,3
20,326,14,devops,0.39,6,5,7,High,0.8,0.73,10,12.3,0,2,0,1
22,327,2,python,0.53,2,2,4,High,0.97,0.63,4,4.9,0,1,1,1
9,328,7,python,0.55,5,5,6,High,0.32,0.74,15,23.8,0,2,1,0
24,329,10,java,0.42,2,3,4,Medium,0.35,0.57,6,7.7,0,0,0,0
4,330,8,react,0.29,7,2,4,High,0.48,0.68,8,9.9,1,1,0,2
4,331,11,react,0.59,6,3,3,Medium,0.9,0.65,6,7.2,0,1,0,1
5,332,8,devops,0.5,7,8,9,Critical,0.99,0.69,32,29.3,1,2,1,8
18,333,15,spring,0.29,1,8,8,Medium,0.65,0.48,32,31.4,1,2,0,8
25,334,10,testing,0.5,2,1,3,High,0.33,0.64,2,3.0,0,1,1,0
2,335,14,sql,0.38,6,8,8,Medium,0.59,0.69,16,22.9,0,1,0,2
17,336,8,java,0.34,7,13,10,Critical,0.68,0.63,26,38.1,0,2,0,4
15,337,13,java,0.48,2,5,5,Critical,0.74,0.55,15,13.3,1,1,0,5
19,338,1,sql,0.31,5,5,6,Low,0.66,0.65,15,17.4,0,1,0,2
1,339,12,python,0.36,8,8,7,Low,0.69,0.6,24,31.2,0,3,1,2
23,340,2,sql,0.28,2,1,1,Critical,1.0,0.53,2,1.8,1,0,0,1
10,341,7,python,0.55,5,2,4,High,0.63,0.74,6,8.6,0,1,0,0
13,342,7,java,0.33,5,13,10,High,0.58,0.66,26,38.0,0,5,1,10
18,343,7,sql,0.53,5,2,2,Low,0.58,0.74,4,4.0,1,1,0,2
10,344,8,devops,0.5,7,13,10,Critical,0.39,0.76,26,23.2,1,2,1,13
8,345,8,react,0.29,7,2,3,Medium,0.9,0.69,8,11.1,0,1,1,1
2,346,13,devops,0.43,2,5,4,Medium,0.72,0.65,10,13.1,0,2,1,4
4,347,10,java,0.42,2,5,4,Medium,0.62,0.61,20,16.4,0,2,0,4
13,348,8,python,0.65,7,8,8,Low,1.0,0.76,16,19.4,0,1,0,3
8,349,14,devops,0.39,6,8,9,High,0.72,0.65,16,18.5,1,4,0,8
10,350,15,python,0.56,1,13,10,Critical,0.55,0.66,39,44.1,1,3,0,13
9,351,1,sql,0.31,5,8,8,Critical,0.74,0.65,32,47.5,0,3,2,0
2,352,6,devops,0.46,7,13,10,High,0.51,0.78,52,68.7,0,2,0,6
14,353,3,react,0.2,2,5,5,Critical,0.52,0.47,10,12.9,0,3,0,3
10,354,14,devops,0.39,6,2,4,Low,0.66,0.72,8,8.0,1,2,1,2
14,355,7,sql,0.53,5,8,8,Critical,0.5,0.66,16,13.8,1,1,1,8
9,356,4,react,0.14,1,13,10,Critical,0.62,0.48,39,50.8,0,2,1,11
18,357,12,testing,0.27,8,2,1,High,0.29,0.76,6,6.3,1,0,0,2
22,358,10,sql,0.5,2,1,1,Medium,0.65,0.66,4,6.7,0,0,0,0
16,359,4,testing,0.41,1,3,4,Low,0.87,0.55,6,7.0,0,2,1,2
24,360,2,devops,0.64,2,5,5,Medium,0.44,0.7,15,20.2,0,0,0,3
18,361,6,testing,0.63,7,3,5,Critical,0.33,0.84,12,16.5,0,0,0,0
12,362,5,react,0.26,1,3,5,Critical,0.54,0.5,6,7.7,0,2,0,0
16,363,13,testing,0.36,2,3,3,High,0.68,0.59,9,10.7,0,0,0,1
2,364,10,testing,0.5,2,2,2,Low,0.78,0.57,6,6.3,1,0,0,2
18,365,15,sql,0.55,1,8,10,High,0.68,0.62,16,15.7,1,2,1,8
7,366,6,python,0.63,7,5,5,Critical,0.93,0.71,20,30.5,0,1,1,2
9,367,13,testing,0.36,2,5,7,Critical,0.87,0.53,10,13.9,0,0,0,2
6,368,3,devops,0.39,2,8,10,Medium,0.57,0.59,32,43.2,0,2,1,7
17,369,1,testing,0.84,5,1,1,Low,0.76,0.79,3,2.3,1,0,0,1
5,370,14,devops,0.39,6,2,1,Medium,0.87,0.64,4,5.8,0,0,0,1
17,371,8,react,0.29,7,1,3,Critical,0.45,0.74,2,2.3,0,1,0,0
18,372,9,spring,0.5,4,1,1,High,0.88,0.68,4,3.1,1,0,0,1
10,373,1,sql,0.31,5,13,10,Medium,0.95,0.57,26,37.9,0,0,0,11
17,374,3,python,0.27,2,2,3,High,0.34,0.57,6,7.9,0,1,0,0
3,375,6,spring,0.15,7,5,5,Medium,0.47,0.77,15,17.1,1,2,1,5
22,376,14,testing,0.64,6,1,1,Low,1.0,0.75,3,3.4,1,0,0,1
13,377,7,sql,0.53,5,5,4,Low,0.78,0.73,20,22.1,1,0,0,5
6,378,2,spring,0.28,2,5,6,Low,0.83,0.46,20,22.5,0,0,0,4
8,379,4,testing,0.41,1,13,10,High,0.39,0.59,26,35.3,0,0,0,11
22,380,15,react,0.14,1,8,7,Medium,0.77,0.45,24,25.5,0,0,0,7
7,381,10,python,0.47,2,13,10,Low,0.5,0.62,39,41.1,0,2,0,10
19,382,4,sql,0.62,1,5,6,Critical,0.75,0.62,20,15.5,1,0,0,5
5,383,13,devops,0.43,2,13,10,High,0.54,0.67,26,37.7,0,1,1,11
14,384,4,testing,0.41,1,1,2,Critical,0.42,0.66,3,3.6,0,1,0,0
21,385,5,testing,0.47,1,5,7,Medium,0.42,0.65,15,20.0,0,0,0,0
13,386,7,python,0.55,5,13,10,Low,0.45,0.74,52,55.2,0,2,1,8
8,387,12,java,0.56,8,1,2,Medium,0.68,0.8,3,3.9,0,0,0,0
24,388,7,react,0.13,5,3,2,Low,0.55,0.57,6,4.5,1,0,0,3
10,389,8,react,0.29,7,3,2,Medium,0.6,0.66,6,8.7,0,0,0,2
14,390,8,sql,0.44,7,8,10,Low,0.66,0.75,16,21.8,1,0,0,8
3,391,6,sql,0.63,7,1,2,Critical,0.4,0.87,2,2.7,0,0,0,0
14,392,7,testing,0.4,5,1,1,Medium,0.48,0.73,4,4.7,0,0,0,0
6,393,3,react,0.2,2,3,4,Critical,0.74,0.46,6,6.0,1,1,1,3
3,394,3,spring,0.4,2,3,5,High,0.76,0.49,9,10.4,1,2,0,3
3,395,6,react,0.1,7,2,4,Medium,0.57,0.59,6,8.0,0,2,0,1
5,396,5,java,0.51,1,5,6,Critical,0.51,0.53,15,18.5,0,1,1,1
11,397,7,testing,0.4,5,13,10,High,0.89,0.53,39,59.7,0,1,0,3
23,398,4,spring,0.52,1,3,3,Critical,0.9,0.49,9,9.0,1,0,0,3
10,399,12,devops,0.57,8,13,10,Medium,0.48,0.83,39,57.5,0,2,1,6
9,400,14,testing,0.64,6,5,6,Low,0.75,0.91,20,23.8,0,2,1,3
19,401,9,python,0.55,4,13,10,Critical,0.41,0.72,52,78.8,0,2,1,9
15,402,13,react,0.49,2,13,10,Critical,0.72,0.53,52,60.3,1,1,0,13
16,403,3,devops,0.39,2,3,3,High,0.57,0.45,12,16.6,0,1,0,2
23,404,7,testing,0.4,5,5,4,Critical,0.84,0.67,20,20.6,0,1,0,1
19,405,7,sql,0.53,5,8,10,Low,0.71,0.72,24,21.9,1,2,1,8
23,406,15,testing,0.33,1,8,7,Low,0.52,0.48,16,23.6,0,3,2,2
6,407,11,sql,0.1,6,1,3,High,0.44,0.52,3,2.6,1,2,1,1
4,408,1,java,0.67,5,3,3,Medium,0.57,0.73,9,11.2,0,0,0,1
13,409,8,testing,0.74,7,13,10,High,0.91,0.82,26,31.3,0,0,0,5
4,410,5,spring,0.63,1,1,1,Medium,0.75,0.62,3,3.4,1,0,0,1
10,411,6,spring,0.15,7,2,4,High,0.38,0.64,6,8.4,0,1,0,1
15,412,12,devops,0.57,8,5,6,Low,0.84,0.84,15,15.6,1,2,1,5
2,413,13,devops,0.43,2,1,1,High,0.74,0.61,4,3.6,1,0,0,1
4,414,11,testing,0.36,6,2,2,Medium,0.84,0.69,8,10.8,0,0,0,1
11,415,9,spring,0.5,4,5,5,Critical,0.77,0.69,20,30.1,0,0,0,3
6,416,11,devops,0.47,6,5,7,Low,0.64,0.74,20,23.2,1,2,1,5
20,417,15,python,0.56,1,5,7,Critical,0.75,0.59,10,12.3,0,2,0,3
7,418,5,testing,0.47,1,13,10,Low,0.69,0.63,52,65.7,0,1,1,10
12,419,6,python,0.63,7,5,4,High,0.49,0.89,20,22.2,1,1,0,5
16,420,9,devops,0.32,4,3,5,Critical,0.66,0.57,12,9.8,1,2,0,3
4,421,6,react,0.1,7,5,5,High,0.41,0.61,20,25.5,1,3,1,5
19,422,2,devops,0.64,2,2,3,Low,0.98,0.59,4,3.9,1,1,0,2
10,423,2,python,0.53,2,3,3,Critical,0.55,0.7,9,11.3,1,0,0,3
20,424,3,sql,0.46,2,5,7,Medium,0.6,0.58,15,15.9,1,0,0,5
21,425,9,devops,0.32,4,13,10,Medium,0.64,0.59,39,46.2,0,4,1,8
5,426,3,react,0.2,2,5,4,High,0.45,0.44,10,13.3,0,1,0,1
5,427,4,testing,0.41,1,5,7,Critical,0.39,0.6,20,27.2,0,0,0,1
14,428,12,testing,0.27,8,5,7,Medium,0.63,0.71,10,13.0,1,3,1,5
19,429,1,testing,0.84,5,2,3,Low,0.89,0.84,6,6.9,0,0,0,1
18,430,5,python,0.56,1,5,7,Low,0.77,0.51,20,29.0,0,0,0,4
9,431,13,sql,0.52,2,3,2,Critical,0.71,0.66,12,18.7,0,0,0,2
14,432,2,devops,0.64,2,13,10,High,0.59,0.6,26,40.4,0,1,0,5
9,433,6,testing,0.63,7,1,3,Low,0.59,0.82,2,1.9,1,1,1,1
7,434,13,devops,0.43,2,8,9,Critical,0.36,0.61,16,26.6,0,3,1,5
7,435,14,python,0.24,6,1,2,High,0.9,0.57,4,4.2,1,1,1,1
18,436,3,react,0.2,2,13,10,High,0.52,0.47,52,69.6,0,5,2,8
17,437,15,devops,0.23,1,1,1,Critical,0.52,0.46,2,2.8,0,1,1,0
21,438,3,devops,0.39,2,2,2,Medium,0.4,0.62,8,12.1,0,1,0,0
8,439,13,testing,0.36,2,13,10,Critical,0.81,0.57,26,34.1,0,3,1,3
21,440,5,devops,0.44,1,5,7,Critical,0.8,0.52,10,13.1,0,2,0,4
13,441,9,devops,0.32,4,3,4,Critical,0.91,0.53,9,14.9,0,1,1,1
19,442,1,testing,0.84,5,13,10,Critical,0.56,0.76,52,52.2,1,0,0,13
22,443,12,react,0.3,8,1,3,Medium,0.3,0.74,3,4.8,0,0,0,0
16,444,5,react,0.26,1,3,4,Medium,0.75,0.42,12,17.4,0,0,0,1
11,445,15,devops,0.23,1,1,1,Low,0.82,0.39,4,4.8,0,0,0,0
1,446,2,testing,0.31,2,2,4,Critical,0.84,0.48,4,5.8,0,2,0,0
7,447,12,python,0.36,8,13,10,Medium,0.6,0.75,39,37.1,0,4,0,11
21,448,6,react,0.1,7,1,2,Medium,0.84,0.47,2,2.8,0,1,1,0
21,449,5,devops,0.44,1,13,10,Critical,0.59,0.59,52,75.9,0,3,0,11
23,450,2,java,0.47,2,2,4,Low,0.47,0.65,4,5.1,0,0,0,1
17,451,11,spring,0.83,6,1,1,High,0.6,0.92,2,2.3,1,0,0,1
14,452,12,python,0.36,8,5,4,Medium,0.6,0.77,15,14.4,1,1,0,5
3,453,12,testing,0.27,8,1,1,High,0.59,0.64,3,2.7,1,1,0,1
10,454,3,spring,0.4,2,2,2,Low,0.27,0.7,8,13.5,0,1,0,1
20,455,11,python,0.58,6,5,6,Medium,0.72,0.62,20,27.0,0,1,0,3
14,456,10,devops,0.4,2,5,5,Low,0.7,0.52,10,8.4,1,2,0,5
5,457,13,java,0.48,2,8,10,High,0.58,0.66,24,23.0,1,2,1,8
11,458,13,python,0.27,2,2,3,Low,0.64,0.48,4,6.5,0,0,0,0
25,459,12,java,0.56,8,13,10,Medium,0.83,0.8,52,86.7,0,3,2,3
17,460,4,devops,0.18,1,5,6,Low,0.27,0.5,10,11.1,0,3,2,1
13,461,2,python,0.53,2,5,4,Low,0.61,0.59,15,20.1,0,1,1,2
5,462,7,testing,0.4,5,8,10,High,0.6,0.72,32,39.7,0,2,1,5
25,463,8,testing,0.74,7,1,1,Low,0.69,0.76,2,2.2,1,0,0,1
9,464,4,java,0.57,1,1,3,High,0.62,0.58,4,6.0,0,1,0,0
14,465,12,spring,0.32,8,1,1,High,0.88,0.72,2,2.3,0,0,0,0
3,466,9,python,0.55,4,2,3,Critical,0.7,0.76,8,8.7,1,1,1,2
21,467,13,testing,0.36,2,13,10,High,0.91,0.52,52,83.4,0,3,1,6
24,468,14,python,0.24,6,1,1,Low,0.52,0.67,3,3.2,1,1,1,1
4,469,8,sql,0.44,7,8,7,High,0.73,0.81,32,49.4,0,2,1,5
4,470,1,devops,0.56,5,2,1,Medium,0.63,0.67,6,7.2,0,0,0,0
17,471,9,testing,0.43,4,13,10,Medium,0.53,0.64,39,42.8,0,2,0,10
24,472,13,testing,0.36,2,3,2,Low,0.69,0.53,9,13.0,0,1,0,1
9,473,9,java,0.22,4,3,2,Critical,0.84,0.48,9,13.6,0,1,0,0
12,474,1,spring,0.58,5,8,8,High,0.5,0.73,16,22.9,0,1,0,3
25,475,2,sql,0.28,2,13,10,Medium,0.4,0.59,52,76.1,0,1,0,4
1,476,1,testing,0.84,5,1,1,Low,0.48,0.94,3,3.2,1,0,0,1
12,477,7,python,0.55,5,2,1,Critical,0.37,0.8,4,5.2,0,0,0,0
8,478,7,devops,0.51,5,3,4,Low,0.57,0.75,12,17.8,0,1,1,1
4,479,9,devops,0.32,4,1,1,Medium,0.76,0.53,4,3.8,1,0,0,1
2,480,7,java,0.33,5,5,6,High,0.32,0.72,15,21.9,0,2,0,4
18,481,8,java,0.34,7,3,3,High,0.89,0.68,12,18.6,0,1,1,1
24,482,10,python,0.47,2,5,6,Critical,0.94,0.64,10,12.9,0,2,1,0
25,483,13,python,0.27,2,2,1,Critical,0.93,0.5,4,4.4,0,1,0,1
18,484,6,devops,0.46,7,13,10,High,0.39,0.79,26,38.0,0,3,0,0
22,485,7,testing,0.4,5,13,10,Low,0.81,0.74,26,32.7,0,2,1,4
8,486,7,spring,0.49,5,1,1,High,0.65,0.63,2,3.1,0,0,0,0
8,487,15,testing,0.33,1,8,10,High,0.89,0.54,24,39.7,0,4,1,6
19,488,2,sql,0.28,2,2,4,Low,0.82,0.52,8,10.2,1,2,1,2
19,489,1,spring,0.58,5,13,10,Medium,0.8,0.71,39,56.6,0,1,0,8
11,490,15,testing,0.33,1,5,6,High,0.35,0.59,15,25.0,0,1,0,2
8,491,2,python,0.53,2,2,1,Medium,0.93,0.58,4,3.7,1,0,0,2
6,492,8,spring,0.25,7,3,5,Low,0.71,0.69,12,13.4,1,1,1,3
12,493,13,python,0.27,2,5,6,Critical,0.51,0.55,15,22.5,0,2,1,4
3,494,3,testing,0.82,2,13,10,Low,0.62,0.72,26,25.0,1,0,0,13
11,495,3,java,0.1,2,13,10,High,0.52,0.46,39,41.8,0,1,0,4
2,496,11,react,0.59,6,3,3,Low,0.34,0.79,9,10.2,0,0,0,1
18,497,12,sql,0.65,8,2,1,Critical,0.46,0.84,4,3.1,1,0,0,2
5,498,2,java,0.47,2,1,1,Medium,0.58,0.63,2,2.0,1,0,0,1
13,499,6,devops,0.46,7,13,10,High,0.5,0.75,26,36.5,0,2,0,12
3,500,4,devops,0.18,1,5,5,Low,0.39,0.53,15,20.0,0,1,1,4
2,501,8,java,0.34,7,2,4,Critical,0.5,0.72,6,7.4,0,2,1,1
13,502,11,spring,0.83,6,2,3,Medium,0.85,0.87,4,5.7,0,0,0,0
9,503,8,python,0.65,7,1,1,High,0.3,0.86,3,3.5,1,0,0,1
14,504,15,sql,0.55,1,5,4,Low,0.2,0.6,15,22.8,0,1,0,1
5,505,7,python,0.55,5,13,10,Low,0.58,0.81,39,37.1,1,1,1,13
23,506,6,spring,0.15,7,8,10,High,0.7,0.55,32,56.0,0,2,1,2
13,507,5,python,0.56,1,1,2,Medium,0.62,0.68,2,1.6,1,0,0,1
25,508,5,java,0.51,1,5,6,Medium,0.49,0.57,10,9.0,1,2,1,5
4,509,4,devops,0.18,1,2,3,Low,0.8,0.38,4,5.6,0,2,1,0
12,510,15,testing,0.33,1,2,2,Medium,0.67,0.47,8,10.0,0,1,0,0
24,511,12,react,0.3,8,8,7,High,0.74,0.72,32,30.2,1,1,0,8
19,512,3,sql,0.46,2,2,4,High,0.7,0.61,4,4.9,0,1,0,0
2,513,2,java,0.47,2,2,2,Low,0.73,0.59,8,9.5,0,0,0,0
1,514,6,sql,0.63,7,2,2,High,0.53,0.8,8,7.6,0,0,0,1
11,515,1,java,0.67,5,2,2,Low,0.27,0.69,8,7.3,1,1,1,2
12,516,2,react,0.43,2,13,10,Low,0.86,0.53,39,53.6,0,3,2,8
11,517,3,python,0.27,2,13,10,Critical,0.27,0.6,52,88.7,1,0,0,13
11,518,3,devops,0.39,2,8,9,Medium,0.87,0.52,32,42.9,0,1,0,5
13,519,5,devops,0.44,1,13,10,Medium,0.57,0.54,26,36.6,0,1,0,1
1,520,12,sql,0.65,8,5,4,Medium,0.87,0.8,20,18.1,1,1,0,5
11,521,15,testing,0.33,1,8,8,Low,0.71,0.54,24,40.4,0,2,0,5
11,522,12,java,0.56,8,2,3,High,0.93,0.78,4,3.9,1,1,0,2
21,523,15,java,0.6,1,13,10,Critical,0.64,0.62,26,36.1,0,2,0,8
7,524,4,devops,0.18,1,1,2,High,0.71,0.47,2,3.0,0,1,0,0
2,525,7,spring,0.49,5,13,10,Medium,0.92,0.63,39,51.0,0,1,0,5
13,526,6,sql,0.63,7,5,4,Critical,0.57,0.77,20,28.2,0,0,0,3
6,527,8,java,0.34,7,1,2,Low,0.44,0.73,3,1.4,1,0,0,1
9,528,2,java,0.47,2,3,3,Critical,0.8,0.62,6,7.1,0,1,1,0
3,529,9,java,0.22,4,3,5,Low,0.96,0.57,9,10.4,0,1,0,0
6,530,10,spring,0.34,2,2,1,Low,0.5,0.48,6,8.5,0,0,0,1
7,531,7,devops,0.51,5,8,9,High,0.55,0.63,24,32.1,0,2,0,4
4,532,1,spring,0.58,5,8,10,Medium,0.67,0.68,16,25.2,0,2,1,2
1,533,7,java,0.33,5,3,5,Medium,0.5,0.67,6,9.5,0,2,1,2
7,534,3,devops,0.39,2,3,2,Critical,0.73,0.58,6,4.8,1,0,0,3
10,535,13,spring,0.65,2,5,7,High,1.0,0.7,10,11.1,1,1,0,5
21,536,9,spring,0.5,4,2,3,Critical,0.34,0.75,6,6.0,0,0,0,1
15,537,1,react,0.45,5,5,7,High,0.5,0.68,10,13.4,1,2,0,5
9,538,10,java,0.42,2,2,1,Low,0.31,0.68,8,10.7,0,0,0,0
18,539,7,testing,0.4,5,8,8,Low,0.89,0.6,24,28.5,1,0,0,8
17,540,7,sql,0.53,5,13,10,Medium,0.87,0.68,39,47.4,1,3,1,13
10,541,2,spring,0.28,2,13,10,Medium,0.57,0.44,26,33.3,0,1,1,0
15,542,3,python,0.27,2,2,2,Medium,0.71,0.61,4,2.2,1,0,0,2
14,543,2,devops,0.64,2,5,5,Medium,0.53,0.69,20,28.6,0,0,0,2
11,544,15,devops,0.23,1,1,1,Critical,0.7,0.42,4,5.0,0,0,0,0
18,545,6,testing,0.63,7,3,5,Low,0.69,0.87,12,15.5,0,1,0,0
19,546,9,testing,0.43,4,5,4,Critical,0.57,0.64,10,13.1,1,1,0,5
5,547,10,sql,0.5,2,8,7,Low,0.5,0.57,32,29.7,1,2,0,8
25,548,2,testing,0.31,2,3,4,Critical,0.43,0.55,9,9.7,0,1,1,1
21,549,8,sql,0.44,7,8,10,Low,0.71,0.74,16,23.6,0,2,1,3
13,550,3,sql,0.46,2,8,10,Low,1.0,0.56,24,35.7,0,1,1,2
23,551,4,java,0.57,1,13,10,High,0.75,0.66,39,53.6,0,1,1,12
11,552,14,testing,0.64,6,3,4,High,0.77,0.75,9,5.8,1,1,0,3
23,553,11,java,0.65,6,2,2,High,0.68,0.78,8,11.4,0,0,0,0
25,554,14,react,0.55,6,3,5,Low,0.89,0.69,6,7.8,1,1,0,3
15,555,4,testing,0.41,1,5,7,High,0.84,0.45,10,14.5,0,2,1,0
6,556,2,react,0.43,2,13,10,Medium,0.59,0.58,52,73.8,0,0,0,3
1,557,3,python,0.27,2,2,1,Medium,0.7,0.57,4,5.2,1,0,0,2
15,558,1,react,0.45,5,13,10,High,0.58,0.67,39,51.7,0,0,0,5
17,559,7,devops,0.51,5,1,1,Medium,0.78,0.59,3,3.7,1,0,0,1
16,560,10,spring,0.34,2,2,4,High,0.53,0.62,6,4.1,1,2,1,2
6,561,14,react,0.55,6,13,10,High,0.92,0.76,26,21.2,1,3,1,13
13,562,1,python,0.33,5,8,8,Medium,0.54,0.65,32,45.7,0,1,0,4
22,563,4,react,0.14,1,13,10,Low,0.73,0.42,52,61.8,0,6,0,12
16,564,15,python,0.56,1,13,10,Low,0.77,0.55,26,12.4,1,1,0,13
9,565,10,testing,0.5,2,3,4,Critical,0.58,0.56,9,12.3,0,1,1,1
15,566,5,python,0.56,1,5,6,Critical,0.62,0.6,20,15.8,1,1,0,5
4,567,1,sql,0.31,5,13,10,High,0.33,0.67,39,49.7,0,1,0,2
4,568,8,java,0.34,7,3,4,High,0.74,0.67,9,10.5,0,1,0,1
21,569,12,devops,0.57,8,3,3,Medium,0.51,0.89,12,17.3,0,1,0,2
2,570,13,testing,0.36,2,8,10,High,0.74,0.51,32,36.3,0,0,0,5
24,571,1,devops,0.56,5,5,6,High,0.81,0.75,15,25.2,0,1,0,1
13,572,12,java,0.56,8,8,8,High,0.41,0.94,32,36.1,1,2,0,8
23,573,4,devops,0.18,1,8,10,High,0.31,0.51,32,45.7,0,4,2,3
6,574,14,devops,0.39,6,8,8,High,0.77,0.63,16,18.6,1,1,0,8
16,575,3,devops,0.39,2,3,3,High,0.73,0.64,12,19.5,0,1,0,2
8,576,6,python,0.63,7,13,10,Critical,0.82,0.75,39,31.6,1,2,1,13
12,577,5,sql,0.35,1,3,5,Low,0.79,0.52,9,10.5,0,0,0,2
21,578,10,sql,0.5,2,8,7,Critical,0.6,0.51,16,20.4,0,0,0,6
22,579,7,sql,0.53,5,3,5,Low,0.29,0.71,6,10.2,0,0,0,2
7,580,6,spring,0.15,7,8,10,Medium,0.69,0.62,24,24.8,1,4,1,8
23,581,3,testing,0.82,2,1,3,High,0.82,0.63,4,6.2,0,0,0,0
11,582,11,java,0.65,6,1,3,High,0.47,0.87,2,2.2,1,1,0,1
25,583,13,python,0.27,2,8,8,Critical,0.7,0.53,16,22.0,0,0,0,5
20,584,7,devops,0.51,5,5,7,Critical,0.77,0.63,15,19.6,0,2,0,1
1,585,1,sql,0.31,5,2,3,Low,0.66,0.66,6,8.1,1,0,0,2
25,586,14,sql,0.38,6,2,1,Low,0.51,0.72,8,9.3,1,0,0,2
24,587,4,python,0.36,1,13,10,High,0.78,0.46,26,41.4,0,0,0,11
13,588,9,sql,0.28,4,3,3,Low,0.76,0.71,6,3.7,1,1,0,3
10,589,5,spring,0.63,1,13,10,Critical,0.81,0.59,52,68.2,0,0,0,10
11,590,15,spring,0.29,1,3,3,Medium,0.64,0.51,9,14.2,0,1,0,2
8,591,4,devops,0.18,1,2,2,Low,0.71,0.53,8,9.4,0,0,0,1
4,592,6,devops,0.46,7,13,10,Critical,0.48,0.79,52,80.5,0,3,2,8
25,593,9,sql,0.28,4,1,1,Low,0.84,0.64,4,5.4,0,0,0,0
2,594,12,java,0.56,8,5,7,Critical,0.57,0.74,10,12.8,0,0,0,0
9,595,8,devops,0.5,7,2,2,Low,0.72,0.75,6,7.0,0,0,0,0
22,596,2,devops,0.64,2,8,9,Medium,0.86,0.75,24,28.8,1,0,0,8
4,597,9,devops,0.32,4,8,7,High,0.74,0.53,16,24.0,0,2,1,6
16,598,4,sql,0.62,1,2,3,Medium,0.71,0.69,6,9.6,0,0,0,0
10,599,3,java,0.1,2,8,10,Medium,0.41,0.51,32,53.5,0,7,0,0
11,600,4,java,0.57,1,1,1,Low,0.58,0.61,4,4.7,0,0,0,0
5,601,2,testing,0.31,2,8,7,Low,0.87,0.49,24,39.3,0,4,1,4
15,602,5,react,0.26,1,5,4,Low,0.69,0.43,10,12.4,0,1,0,4
10,603,6,testing,0.63,7,13,10,Critical,0.62,0.84,52,61.0,0,1,0,11
4,604,14,testing,0.64,6,1,1,Medium,0.48,0.8,4,4.1,0,0,0,0
11,605,6,spring,0.15,7,8,9,Low,0.41,0.63,24,33.2,0,6,3,2
6,606,2,spring,0.28,2,5,7,High,1.0,0.44,15,15.7,0,1,0,1
14,607,11,testing,0.36,6,2,1,Medium,0.47,0.73,8,7.0,1,0,0,2
24,608,1,testing,0.84,5,2,1,Critical,0.83,0.82,8,9.6,1,0,0,2
16,609,13,sql,0.52,2,13,10,Medium,0.55,0.68,52,71.5,0,1,0,6
25,610,6,sql,0.63,7,1,1,Critical,0.61,0.76,3,3.3,1,0,0,1
4,611,15,spring,0.29,1,5,4,Low,0.92,0.57,15,19.2,0,2,0,2
1,612,12,testing,0.27,8,13,10,High,0.75,0.64,52,56.1,1,3,2,13
17,613,12,devops,0.57,8,8,7,Critical,0.2,0.88,32,55.0,0,2,0,4
16,614,6,devops,0.46,7,13,10,Medium,0.54,0.81,52,70.6,1,2,0,13
20,615,1,java,0.67,5,13,10,Critical,0.5,0.84,39,40.5,1,1,0,13
6,616,2,testing,0.31,2,5,6,Medium,0.71,0.59,15,20.9,0,3,1,2
2,617,9,python,0.55,4,8,10,Critical,0.9,0.68,16,25.5,0,3,1,6
15,618,8,testing,0.74,7,8,10,Low,0.41,0.92,24,26.8,0,0,0,0
11,619,2,spring,0.28,2,13,10,Low,0.7,0.52,39,63.8,0,4,0,6
2,620,9,sql,0.28,4,1,1,High,0.43,0.61,4,3.7,1,0,0,1
18,621,4,devops,0.18,1,13,10,High,0.42,0.34,39,67.1,0,6,1,12
8,622,14,spring,0.29,6,3,5,High,0.52,0.67,12,15.7,1,2,1,3
15,623,2,java,0.47,2,13,10,Low,0.99,0.56,39,43.3,0,0,0,7
21,624,13,react,0.49,2,8,9,Low,0.56,0.66,16,15.7,1,0,0,8
6,625,8,python,0.65,7,13,10,Low,0.64,0.79,39,43.6,0,2,1,3
7,626,4,java,0.57,1,5,5,Critical,0.59,0.57,10,15.6,0,1,0,2
4,627,13,spring,0.65,2,1,1,Critical,0.9,0.62,3,3.0,1,0,0,1
22,628,10,sql,0.5,2,2,4,Low,0.67,0.63,8,9.5,0,0,0,1
18,629,15,spring,0.29,1,8,10,Medium,0.36,0.57,32,40.1,0,3,1,5
24,630,14,python,0.24,6,1,3,High,0.49,0.59,4,5.4,0,0,0,0
14,631,10,devops,0.4,2,2,3,Critical,0.66,0.59,6,5.9,1,1,0,2
10,632,8,testing,0.74,7,2,2,Critical,0.55,0.95,8,8.6,1,0,0,2
